Date,ALFA.ST,ALIV-SDB.ST,ASSA-B.ST,ATCO-A.ST,ATCO-B.ST,AXFO.ST,BOL.ST,CAST.ST,ELUX-B.ST,ERIC,ESSITY-B.ST,EVO.ST,GETI-B.ST,HEXA-B.ST,HM-B.ST,INVE-B.ST,KINV-B.ST,NDA-SE.ST,SAND.ST,SCA-B.ST,SEB-A.ST,SHB-A.ST,SKF-B.ST,SWED-A.ST,TEL2-B.ST,TELIA.ST,VOLV-B.ST
2024-04-30,456.0368347167969,1298.23876953125,284.6120300292969,188.8465118408203,161.1279754638672,271.74737548828125,360.05584716796875,131.12872314453125,97.31999969482422,4.6516547203063965,266.78271484375,1224.223876953125,224.75254821777344,116.4504623413086,162.4049530029297,263.0392761230469,116.5,127.7408447265625,211.1215057373047,158.29884338378906,135.23707580566406,85.25045013427734,221.20187377929688,194.3675994873047,92.59564971923828,22.670246124267575,265.4510192871094
2024-05-31,474.8142395019531,1332.6751708984375,299.06597900390625,195.43380737304688,168.07289123535156,265.3678894042969,366.7999877929687,128.42352294921875,99.77999877929688,5.827148914337158,261.8279113769531,1123.2362060546875,182.3122711181641,115.02853393554688,170.53668212890625,274.6773681640625,121.4499969482422,128.13816833496094,223.9517059326172,157.1266326904297,138.82041931152344,87.430908203125,220.52865600585935,199.5836944580078,92.14659118652344,24.928895950317383,264.1396789550781
2024-06-30,454.1658630371094,1125.2320556640625,291.66717529296875,193.8765563964844,166.03562927246094,265.08221435546875,339.1000061035156,127.2922592163086,87.86000061035156,5.855620384216309,263.6737976074219,1099.3375244140625,175.53648376464844,119.47191619873048,157.01820373535156,283.9295959472656,86.94999694824219,125.25753784179688,206.36590576171875,152.92616271972656,145.66139221191406,89.47840881347656,204.65982055664065,199.5836944580078,99.05274200439452,26.008386611938477,253.93003845214844
2024-07-31,462.8753662109375,1064.6884765625,317.27081298828125,185.5063934326172,162.54319763183594,252.89454650878903,326.6000061035156,131.8173370361328,95.33999633789062,6.538933753967285,292.7226257324219,1033.118408203125,203.66326904296875,108.8377685546875,155.7069854736328,297.2357177734375,89.66000366210938,124.71121215820312,212.9727325439453,142.22964477539062,153.57272338867188,95.904541015625,191.3396148681641,208.6431884765625,102.3019027709961,28.478404998779297,255.9906768798828
2024-08-31,450.0557556152344,1033.6202392578125,322.3331298828125,181.17529296875,158.32318115234375,260.5118713378906,314.0,138.16226196289062,98.68000030517578,7.070400238037109,302.7294006347656,1061.9959716796875,208.24545288085935,104.84371948242188,152.19479370117188,298.75225830078125,81.56999969482422,120.39027404785156,212.09829711914065,139.250244140625,147.05751037597656,93.86590576171876,186.8194122314453,200.7733154296875,108.15038299560548,29.585630416870117,255.3350372314453
2024-09-30,477.162841796875,944.7965698242188,332.5551452636719,191.20004272460935,168.60646057128906,272.50909423828125,344.5,146.42544555664062,98.54000091552734,7.1937761306762695,307.8785095214844,993.7852172851562,213.3151092529297,109.03746795654295,161.8415985107422,305.7966613769531,82.58000183105469,118.80096435546876,220.4539794921875,144.52523803710938,144.4979705810547,92.40340423583984,194.27294921875,197.0213928222656,106.66505432128906,30.51482582092285,251.21371459960935
2024-10-31,459.8417053222656,988.6539916992188,324.08544921875,170.71258544921875,149.9316864013672,229.99070739746097,330.79998779296875,130.68606567382812,89.19999694824219,7.953013896942139,292.2368469238281,1000.7556762695312,182.9459686279297,99.4317855834961,148.21432495117188,294.9365234375,75.58000183105469,123.86688995361328,203.0625,137.589599609375,140.0303955078125,98.20909118652344,193.5997314453125,197.8449859619141,103.64797973632812,28.767934799194336,259.17535400390625
2024-11-30,454.361572265625,1076.1402587890625,326.0325012207031,170.79551696777344,150.7728729248047,225.9303436279297,325.3999938964844,126.89877319335938,81.5199966430664,7.864899635314941,291.6539611816406,947.9794921875,166.17713928222656,92.80167388916016,141.65823364257812,292.7840576171875,75.79000091552734,122.52590942382812,195.9698944091797,138.41990661621094,141.00767517089844,100.6022720336914,201.48605346679688,195.64874267578125,109.57959747314452,30.152584075927734,254.3983612060547
2024-12-31,452.6979675292969,1022.5323486328124,320.7111511230469,165.59762573242188,146.2232666015625,226.2203826904297,310.5,118.58641052246094,91.9000015258789,7.787603855133057,287.28204345703125,849.1984252929688,176.99888610839844,105.4428253173828,142.52706909179688,287.50341796875,73.73999786376953,119.4962921142578,192.66648864746097,137.19883728027344,140.9611358642578,101.22272491455078,199.6587371826172,199.76670837402344,104.60089111328124,28.94459342956543,251.58836364746097
2025-01-31,485.0894775390625,1077.4364013671875,334.2540588378906,182.61341857910156,162.17132568359375,230.08738708496097,333.3999938964844,118.53722381591795,101.0,7.2368669509887695,272.9033508300781,849.9950561523438,212.63265991210935,129.4071044921875,141.66671752929688,310.6844177246094,87.80000305175781,130.96913146972656,223.4659118652344,149.26296997070312,146.12677001953125,108.845458984375,216.20079040527344,220.99705505371097,118.10086822509766,30.794328689575195,287.27532958984375
