Date,ABBN.SW,BAER.SW,CFR.SW,GEBN.SW,GIVN.SW,HOLN.SW,LONN.SW,NESN.SW,NOVN.SW,ROG.SW,SCMN.SW,SIKA.SW,SOON.SW,SREN.SW,UBSG.SW,ZURN.SW
2025-01-31,48.99269485473633,60.90203475952149,173.5919189453125,498.9381408691406,3915.67626953125,89.04057312011719,577.9569091796875,74.79400634765625,92.28023529052734,276.84423828125,492.3445739746094,229.6017303466797,313.74359130859375,132.1794891357422,31.099334716796875,526.050537109375
2025-02-28,47.38412857055664,57.397560119628906,179.86512756347656,516.1294555664062,3985.406005859375,95.43243408203124,564.6499633789062,84.09981536865234,94.2884292602539,289.6216735839844,492.3445739746094,225.0746307373047,284.059814453125,136.82568359375,29.71457862854004,563.8562622070312
2025-03-31,44.35334777832031,57.49227523803711,149.9202880859375,537.2278442382812,3730.057373046875,91.51983642578124,538.4334106445312,86.24285125732422,94.4622039794922,281.2001647949219,488.5093688964844,209.82034301757812,252.11538696289065,142.23043823242188,25.839181900024418,584.1839599609375
2025-04-30,43.189998626708984,50.42650604248047,142.37281799316406,556.9588012695312,3982.0,88.71128845214844,584.5110473632812,84.69831848144531,93.79000091552734,269.29998779296875,550.0,205.8000030517578,249.06837463378903,140.09698486328125,23.93514060974121,553.2174682617188
2025-05-31,46.540000915527344,54.119998931884766,151.78265380859375,613.0,4128.0,88.14958190917969,565.245849609375,87.69999694824219,94.02999877929688,265.5,565.5,219.6999969482422,253.19659423828125,145.25,26.190000534057617,577.2000122070312
2025-06-30,47.310001373291016,53.63999938964844,146.48960876464844,624.0,3841.0,58.900001525878906,565.0,78.83000183105469,96.16999816894533,258.3999938964844,562.5,215.3999938964844,232.3589630126953,137.14999389648438,26.850000381469727,554.5999755859375
2025-07-31,53.52000045776367,55.220001220703125,130.75753784179688,624.0,3411.0,64.9800033569336,572.0,71.0999984741211,94.19000244140624,257.1000061035156,565.5,192.6000061035156,222.3000030517578,146.25,30.440000534057617,556.5999755859375
2025-08-31,53.68000030517578,57.70000076293945,136.98175048828125,586.2000122070312,3370.0,67.0,567.0,75.38999938964844,101.16000366210938,260.29998779296875,578.0,185.5,232.8999938964844,144.89999389648438,32.380001068115234,584.4000244140625
2025-09-30,57.31999969482422,54.959999084472656,148.59703063964844,597.2000122070312,3232.0,67.33999633789062,527.2000122070312,73.06999969482422,100.12000274658205,259.8999938964844,577.5,177.10000610351562,216.6000061035156,147.0500030517578,32.5099983215332,566.5999755859375
2025-10-31,59.65999984741211,54.20000076293945,158.6999969482422,587.0,3298.0,71.33999633789062,554.2000122070312,76.87999725341797,99.2699966430664,258.8999938964844,589.5,157.1999969482422,218.6000061035156,146.60000610351562,30.729999542236328,559.0
2025-11-30,57.720001220703125,57.400001525878906,170.3000030517578,625.5999755859375,3387.0,75.22000122070312,550.0,79.83000183105469,104.4800033569336,307.3999938964844,576.5,158.25,200.1000061035156,141.5500030517578,31.020000457763672,577.2000122070312
